title,url,priority,type,state,subsystem,affected version,included in builds,avaliable in,latest affected,created date,refactoring_haibo,refactoring_zhuolin,final label,input program,final label1,input property,symptoms,refactoring type,commit_html_url,new root cause,new root cause zl,stage,stage zl,"disagree (root cause, stage)",checked,cross checked,reproducebale,might need to remove,oracle,notes,initialize refactoring,propocess/ precondition,,perform change,confused,note
"Incorrect warning from ""Pull Members Up"" refactoring",https://youtrack.jetbrains.com/issue/IDEA-117671/Incorrect-warning-from-Pull-Members-Up-refactoring,Normal,Bug,Fixed,Java. Refactorings,Not specified,"134.245, 134.484",Not specified,Not specified,10 Feb 2023,y,,,0,y,,incorrect warning message,pull members up,https://github.com/JetBrains/intellij-community/commit/da48448b83280217fc9d0a9bcaba2f15dab66217,,,,,,,1,1,,,,,,,,,
Toggle buttons ignore ''Show Classes'' in Override Methods dialog,https://youtrack.jetbrains.com/issue/IDEA-132912/Toggle-buttons-ignore-Show-Classes-in-Override-Methods-dialog,Normal,Bug,Fixed,Java. Refactorings,Not specified,140.812,Not specified,Not specified,10 Feb 2023,n,,,,n,,,,https://github.com/JetBrains/intellij-community/commit/138655959bcb6a9d4822c795c67d2c53d9814888;https://github.com/JetBrains/intellij-community/commit/1d42e910032ccc7c2362655f3f3077fa2b55bccf,,,,,,,0,,,,,,,,,,
IU 143.379.11 - Extract method: too small field for method name,https://youtrack.jetbrains.com/issue/IDEA-146826/IU-143.379.11-Extract-method-too-small-field-for-method-name,Normal,Bug,Fixed,Java. Refactorings,Not specified,144.646,Not specified,Not specified,10 Feb 2023,n,,,,n,,,,https://github.com/JetBrains/intellij-community/commit/08dfab6ea6ffda4af4040b00ad9885d59832b492,,,,,,,0,,,,,,,,,,
Incorrect variable extraction (redundant string with method name and semicolon),https://youtrack.jetbrains.com/issue/IDEA-146842/Incorrect-variable-extraction-redundant-string-with-method-name-and-semicolon,Normal,Bug,Fixed,Java. Refactorings,Not specified,"144.646, 143.656",Not specified,Not specified,10 Feb 2023,y,,,1,n,,redundant change,extract variable,https://github.com/JetBrains/intellij-community/commit/583b5af087776b1dd7cb3c1f17c6a2454c893023,ast rewrite issue,,Create Change,,0,,1,0,1,,,,,,,,
Make static with delegation must not add @Override to the static method,https://youtrack.jetbrains.com/issue/IDEA-146872/Make-static-with-delegation-must-not-add-Override-to-the-static-method,Normal,Bug,Fixed,Java. Refactorings,Not specified,"144.646, 143.656",Not specified,Not specified,10 Feb 2023,y,,,0,n,annotation,compile error,make method static,https://github.com/JetBrains/intellij-community/commit/5c8c069685462592d38387b1aac66844fa6d475f,,,Create Change,,,,0,,,,,,,,,,
Refactor / Extract constant places constant in wrong class,https://youtrack.jetbrains.com/issue/IDEA-146787/Refactor-Extract-constant-places-constant-in-wrong-class,Normal,Bug,Fixed,Java. Refactorings,Not specified,"144.725, 143.656",Not specified,Not specified,10 Feb 2023,y,,,1,y,,compile error,extract constant,https://github.com/JetBrains/intellij-community/commit/2f4fddec5a17a95fe5a0baa708010843ee5cb946,ast rewrite issue,,Create Change,,0,,1,1,,,,,,,,,
Inline variable: incorrect result for variables that are initialized by a static method call,https://youtrack.jetbrains.com/issue/IDEA-83713/Inline-variable-incorrect-result-for-variables-that-are-initialized-by-a-static-method-call,Normal,Bug,Fixed,Java. Refactorings,Not specified,118.149,Not specified,Not specified,10 Feb 2023,y,,,1,y,,compile error,inline variable,https://github.com/JetBrains/intellij-community/commit/c6603783575dc406c4abe97ed2023459ed64c387,ast rewrite issue,ast matching issue,Create Change,,1,1,1,1,1,,,,,,,,
"Extract constant, applied to an instance of anonymous class that also has fields, does not work",https://youtrack.jetbrains.com/issue/IDEA-84139/Extract-constant-applied-to-an-instance-of-anonymous-class-that-also-has-fields-does-not-work,Normal,Bug,Fixed,Java. Refactorings,Not specified,118.149,Not specified,Not specified,10 Feb 2023,y,,,0,y,anonymous class,behavior change,extract constant,https://github.com/JetBrains/intellij-community/commit/8b81df9ef082224d815087f52e9e3cd1e82296a4,,,,,,,1,0,1,,,,,,,,
Refactor / Move method bug,https://youtrack.jetbrains.com/issue/IDEA-84207/Refactor-Move-method-bug,Normal,Bug,Fixed,Java. Refactorings,Not specified,118.149,Not specified,Not specified,10 Feb 2023,y,,,1,y,,compile error,move method,https://github.com/JetBrains/intellij-community/commit/6482929c2dde241dfee63af6573a5a58db735240,ast rewrite issue,,Create Change,,0,,1,1,,,,,,,,,
Create subclass intention crashes for inner classes with constructors,https://youtrack.jetbrains.com/issue/IDEA-84237/Create-subclass-intention-crashes-for-inner-classes-with-constructors,Normal,Bug,Fixed,Java. Refactorings,Not specified,118.163,Not specified,Not specified,10 Feb 2023,y,,,0,n,inner class,crash,create subclass,https://github.com/JetBrains/intellij-community/commit/74bfc8839794a28c6b3abad51ee94e79aa1d3565,analysis scope wrong,ast rewrite issue,Create Change,,1,,0,,,,,,,,,,
Cannot use Tab key to go through refactoring template steps after using the suggestion to create method or constructor... and the template prematurely ends when I use the mouse,https://youtrack.jetbrains.com/issue/IDEA-84255/Cannot-use-Tab-key-to-go-through-refactoring-template-steps-after-using-the-suggestion-to-create-method-or-constructor...-and,Normal,Bug,Fixed,Java. Refactorings,Not specified,118.174,Not specified,Not specified,10 Feb 2023,n,,,,n,,,,https://github.com/JetBrains/intellij-community/commit/a7a754eade16bd170a3aa1f77e8c932e1a52b1b2;https://github.com/JetBrains/intellij-community/commit/dd738292693165f51165b6bf9b8d72d302fb0fef,,,,,,,0,,,,,,,,,,
Undo 'Extract method' before 'Process duplicates' dialog is shown,https://youtrack.jetbrains.com/issue/IDEA-96772/Undo-Extract-method-before-Process-duplicates-dialog-is-shown,Normal,Bug,Fixed,Java. Refactorings,Not specified,124.169,Not specified,Not specified,10 Feb 2023,n,,,,n,,,,https://github.com/JetBrains/intellij-community/commit/fabf91af4d1e106c8be2b113a3e808f4d070eabc,,,,,,,0,,,,,,,,,,
Extract method suggests unnecessary parameter,https://youtrack.jetbrains.com/issue/IDEA-120974/Extract-method-suggests-unnecessary-parameter,Normal,Bug,Fixed,Java. Refactorings,Not specified,"140.869, 140.951",Not specified,Not specified,10 Feb 2023,y,,,0,n,,redundant change,extract method,https://github.com/JetBrains/intellij-community/commit/f50575a468a8d497621bf130bcb26d7505e7e9cc,overly weak preconditions,,Initial Condition,,"1, recommended name invalid",,1,1,,,,,,,,,
"Move refactoring fails with ""text range null for PsiMethod:values; class com.intellij.psi.impl.light.LightMethod""",https://youtrack.jetbrains.com/issue/IDEA-84777/Move-refactoring-fails-with-text-range-null-for-PsiMethodvalues-class-com.intellij.psi.impl.light.LightMethod,Normal,Bug,Fixed,Java. Refactorings,Not specified,118.259,Not specified,Not specified,10 Feb 2023,n,,,,n,,,,,,,,,,,0,,,,,,,,,,
Inline method to super constructor call break code,https://youtrack.jetbrains.com/issue/IDEA-96962/Inline-method-to-super-constructor-call-break-code,Normal,Bug,Fixed,Java. Refactorings,Not specified,124.211,Not specified,Not specified,10 Feb 2023,y,,,1,y,,compile error,inline method,https://github.com/JetBrains/intellij-community/commit/f6e0f4bd7a3c886daddba58cc585bfd430324642,overly weak preconditions,,Initial Condition,,0,,1,1,,,,,,,,,
Inline static method refactoring throws UnsupportedOperationException,https://youtrack.jetbrains.com/issue/IDEA-96839/Inline-static-method-refactoring-throws-UnsupportedOperationException,Normal,Bug,Fixed,Java. Refactorings,Not specified,124.23,Not specified,Not specified,10 Feb 2023,n,y,n,0,n,,exception,inline method,https://github.com/JetBrains/intellij-community/commit/dc2ce9522d47ef12c837b12b3991bba1e9697967,,,,,,,0,,,,,,,,,,
Change constructor signature (add Exception) break code,https://youtrack.jetbrains.com/issue/IDEA-97203/Change-constructor-signature-add-Exception-break-code,Normal,Bug,Fixed,Java. Refactorings,Not specified,124.23,Not specified,Not specified,10 Feb 2023,y,,,1,y,,compile error,change method signature,https://github.com/JetBrains/intellij-community/commit/dea70f5fdd099399dbeea45c62f6ae8b401975c4,ast rewrite issue,search usages issue,Create Change,,1,,1,1,,,,,,,,,
Extract method refactoring forgets to add 'final' modifier to parameter,https://youtrack.jetbrains.com/issue/IDEA-97253/Extract-method-refactoring-forgets-to-add-final-modifier-to-parameter,Normal,Bug,Fixed,Java. Refactorings,Not specified,124.23,Not specified,Not specified,10 Feb 2023,y,,,1,n,,fail to refactoring,extract method,https://github.com/JetBrains/intellij-community/commit/7a870adca7613a924afaab871f9f60edeb56242d,search usages issue,ast rewrite issue,Create Change,,1,,1,1,,,,,,,,,
Extract Constant threw a NullPointerException,https://youtrack.jetbrains.com/issue/IDEA-91092/Extract-Constant-threw-a-NullPointerException,Normal,Bug,Fixed,Java. Refactorings,Not specified,124.247,Not specified,Not specified,10 Feb 2023,n,,,,n,,,,https://github.com/JetBrains/intellij-community/commit/eebba71d4c818798e2feba69d32c4c1fadf7139d;https://github.com/JetBrains/intellij-community/commit/c6f54acfa5eaf0003c5612810b1d961f610474f3,,,,,,,0,,,,,,,,,,
Extracting a constant from annotation value does not search for the same value within the code,https://youtrack.jetbrains.com/issue/IDEA-118166/Extracting-a-constant-from-annotation-value-does-not-search-for-the-same-value-within-the-code,Normal,Bug,Fixed,Java. Refactorings,Not specified,"134.347, 134.484",Not specified,Not specified,10 Feb 2023,y,,,1,y,annotation,fail to refactoring,extract constant,https://github.com/JetBrains/intellij-community/commit/0d7a9088b5fe17d76920d502443d0757d1d25d9d,Incorrect Type Resolving,analysis scope wrong,usage collection,,1,,1,1,,,,,,,,,
Introduce Constant/Field should insert spaces between generic parameters,https://youtrack.jetbrains.com/issue/IDEA-118256/Introduce-Constant-Field-should-insert-spaces-between-generic-parameters,Normal,Bug,Fixed,Java. Refactorings,Not specified,"134.347, 134.484",Not specified,Not specified,10 Feb 2023,n,,,,n,,,,https://github.com/JetBrains/intellij-community/commit/a257dc48029f816e99d76640b9b1862d042cf2f0,,,,,,,0,,,,,,,,,,
Move Static Members refactor breaks switch statements,https://youtrack.jetbrains.com/issue/IDEA-147539/Move-Static-Members-refactor-breaks-switch-statements,Normal,Bug,Fixed,Java. Refactorings,Not specified,"144.903, 143.826",Not specified,Not specified,10 Feb 2023,y,,,1,y,switch case,behavior change,Move Static Constant,https://github.com/JetBrains/intellij-community/commit/25d3334300900f18fb897b6ee030faafef3a9231,ast rewrite issue,,Create Change,,0,,0,,,,,,,,,,
"""Make method static"" with delegation breaks code",https://youtrack.jetbrains.com/issue/IDEA-146900/Make-method-static-with-delegation-breaks-code,Normal,Bug,Fixed,Java. Refactorings,Not specified,"144.646, 143.656",Not specified,Not specified,10 Feb 2023,y,,,1,y,,compile error,make method static,https://github.com/JetBrains/intellij-community/commit/40db0beb8de23768a64bb7a4c2a2cdc20ed45470,ast rewrite issue,,Create Change,,0,,0,,,,,,,,,,
"Refactor-Delete: IDEA wants to ""Clear Read-Only Status"" even though ""Those occurences will not be changed""",https://youtrack.jetbrains.com/issue/IDEA-97458/Refactor-Delete-IDEA-wants-to-Clear-Read-Only-Status-even-though-Those-occurences-will-not-be-changed,Normal,Bug,Fixed,Java. Refactorings,Not specified,124.257,Not specified,Not specified,10 Feb 2023,n,,,,n,,,,https://github.com/JetBrains/intellij-community/commit/53b577b74ff7d2263d6bf5680e3997802d391b21;https://github.com/JetBrains/intellij-community/commit/0f5072ee162ebcb1ade73875afb5b448d15dd628,,,,,,,0,,,,,,,,,,
Refactor/rename: confusing behavior of continue editing leads to syntactically incorrect code: Throwable at com.intellij.refactoring.rename.inplace.InplaceRefactoring.a,https://youtrack.jetbrains.com/issue/IDEA-85264/Refactor-rename-confusing-behavior-of-continue-editing-leads-to-syntactically-incorrect-code-Throwable-at,Normal,Bug,Fixed,Java. Refactorings,Not specified,118.322,Not specified,Not specified,10 Feb 2023,n,,,,n,,,,https://github.com/JetBrains/intellij-community/commit/c6e258e35e5749755b17b0933dfc48ad82f33898,,,,,,,0,,,,,,,,,,
Introduce constant strange preview,https://youtrack.jetbrains.com/issue/IDEA-85267/Introduce-constant-strange-preview,Normal,Bug,Fixed,Java. Refactorings,Not specified,118.322,Not specified,Not specified,10 Feb 2023,n,,,,n,,,,https://github.com/JetBrains/intellij-community/commit/cead63d4db92b95cb901d5f4a329dd5a90e23b11,,,,,,,0,,,,,,,,,,
"""Extract constant"" in interface adds ""private"" modifier to generated constant",https://youtrack.jetbrains.com/issue/IDEA-85307/Extract-constant-in-interface-adds-private-modifier-to-generated-constant,Normal,Bug,Fixed,Java. Refactorings,Not specified,118.325,Not specified,Not specified,10 Feb 2023,y,,,1,y,,compile error,extract constant,https://github.com/JetBrains/intellij-community/commit/e165e269af3e956a2ad92985d6e661f6925279db,ast rewrite issue,,Create Change,,0,,1,1,,,,,,,,,
MakeInnerClassOf refactoring should probably exclude target classes from GeneratedSources roots,https://youtrack.jetbrains.com/issue/IDEA-115761/MakeInnerClassOf-refactoring-should-probably-exclude-target-classes-from-GeneratedSources-roots,Normal,Bug,Fixed,Java. Refactorings,Not specified,134.484,Not specified,Not specified,10 Feb 2023,n,,,,n,,,,https://github.com/JetBrains/intellij-community/commit/b100613376819127640c25541ddfe1057a10b310,,,,,,,0,,,,,,,,,,
Replace with lambda refactoring doesn't take synchronized into account,https://youtrack.jetbrains.com/issue/IDEA-133947/Replace-with-lambda-refactoring-doesnt-take-synchronized-into-account,Normal,Bug,Fixed,Java. Refactorings,Not specified,"140.970, 140.1021, 139.758",Not specified,Not specified,10 Feb 2023,y,,,1,y,lambda,behavior change,replace with lambda,https://github.com/JetBrains/intellij-community/commit/e90b046aa4ba2460a84d46bb8a03b370cd65b8f8,overly weak preconditions,ast rewrite issue,Initial Condition,Create Change,1,,0,,,,,,,,,,
parameter name in interface method is not renamed,https://youtrack.jetbrains.com/issue/IDEA-146229/parameter-name-in-interface-method-is-not-renamed,Normal,Bug,Fixed,Java. Refactorings,Not specified,144.1005,Not specified,Not specified,10 Feb 2023,y,,,1,y,,fail to refactoring,rename field,https://github.com/JetBrains/intellij-community/commit/05bf2e75165cee3170e71a3dd6dcc2c852c545ff,ast rewrite issue,,Create Change,,0,,0,,,,,,,,,,
"Rename action, applied to an inner class, actually renames *another* inner class (O_O)",https://youtrack.jetbrains.com/issue/IDEA-85529/Rename-action-applied-to-an-inner-class-actually-renames-another-inner-class-OO,Normal,Bug,Fixed,Java. Refactorings,Not specified,118.361,Not specified,Not specified,10 Feb 2023,y,,,1,n,inner class,others,rename class,,,,,,,,0,,,,,,,,,,
"Incorrect refactoring ""Safe delete""",https://youtrack.jetbrains.com/issue/IDEA-114406/Incorrect-refactoring-Safe-delete,Normal,Bug,Fixed,Java. Refactorings,Not specified,"134.543, 134.634",Not specified,Not specified,10 Feb 2023,n,,,1,n,,compile error,safe delete,https://github.com/JetBrains/intellij-community/commit/a8329a30c8e16b7914752980910fba902d8b326f,,,,,,,0,,,,,,,,,,
Inline conditional expression. unnecessary cast to boolean,https://youtrack.jetbrains.com/issue/IDEA-97902/Inline-conditional-expression.-unnecessary-cast-to-boolean,Normal,Bug,Fixed,Java. Refactorings,Not specified,124.376,Not specified,Not specified,10 Feb 2023,y,,,1,y,java ternary conditional,unnecessary change,inline variable,https://github.com/JetBrains/intellij-community/commit/c66e1c07b8fb43b1a11b0fbc139ca9f6055f7be3,ast rewrite issue,,Create Change,,0,,1,1,,,,,,,,,
Refactoring mangles up when used on AsyncTask,https://youtrack.jetbrains.com/issue/IDEA-98145/Refactoring-mangles-up-when-used-on-AsyncTask,Normal,Bug,Fixed,Java. Refactorings,Not specified,124.405,Not specified,Not specified,10 Feb 2023,n,,,,n,,,,https://github.com/JetBrains/intellij-community/commit/4f7a6d0de0dc932cbe8fe2d5a3e2766ae79ce858,,,,,,,0,,,,,,,,,,
refactor deleting a method argument retains javadocs of deleted argument,https://youtrack.jetbrains.com/issue/IDEA-147535/refactor-deleting-a-method-argument-retains-javadocs-of-deleted-argument,Normal,Bug,Fixed,Java. Refactorings,Not specified,"144.903, 143.826",Not specified,Not specified,10 Feb 2023,y,,,1,y,comment related,comment related,change method signature,https://github.com/JetBrains/intellij-community/commit/a6bd93a9c79836004c1f6a7076af49f6d79e5df4,ast rewrite issue,,Create Change,,0,,1,1,,,,,,,,,
Java Refactor: extract interface changes equals method,https://youtrack.jetbrains.com/issue/IDEA-151546/Java-Refactor-extract-interface-changes-equals-method,Normal,Bug,Fixed,Java. Refactorings,Not specified,144.4081,Not specified,Not specified,10 Feb 2023,y,,,1,n,,behavior change,extract interface,https://github.com/JetBrains/intellij-community/commit/28c6738466122197bab741cf475137cb37402cc6,initialization issue,,Initialize Refactoring,,0,,0,,,,,,,,,,
Refactor -> Extract -> Variable: Inconsistent behaviour,https://youtrack.jetbrains.com/issue/IDEA-151889/Refactor-Extract-Variable-Inconsistent-behaviour,Normal,Bug,Fixed,Java. Refactorings,Not specified,146.58,Not specified,Not specified,10 Feb 2023,y,,,1,n,,behavior change,extract variable,https://github.com/JetBrains/intellij-community/commit/c95faedf5d40a91a791c820590cb34dc5a0795c3,selection parsing issue,,Initialize Refactoring,,"0, selection issue? but not selection parsing issue.",,1,0,1,,,,,,,,
